2.952699999999999769e-01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
1.209500000000000020e-01;5.932199999999999696e-01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
5.739999999999999963e-02;3.183699999999999863e-01;7.907199999999999784e-01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
2.787999999999999853e-02;1.754000000000000004e-01;5.247699999999999587e-01;8.982499999999999929e-01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
1.510000000000000057e-02;1.013700000000000018e-01;3.352100000000000080e-01;6.958100000000000396e-01;9.551500000000000545e-01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
8.789999999999999203e-03;5.900999999999999995e-02;2.112199999999999911e-01;5.009400000000000519e-01;8.167799999999999505e-01;9.804699999999999527e-01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
5.539999999999999786e-03;3.563999999999999807e-02;1.360399999999999943e-01;3.481899999999999995e-01;6.444299999999999473e-01;8.959500000000000242e-01;9.918700000000000294e-01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
3.010000000000000089e-03;2.128999999999999990e-02;8.568000000000000616e-02;2.347299999999999942e-01;4.848399999999999932e-01;7.626300000000000301e-01;9.432099999999999929e-01;9.964399999999999924e-01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
2.060000000000000199e-03;1.387000000000000038e-02;5.491999999999999660e-02;1.604500000000000093e-01;3.560599999999999876e-01;6.174899999999999833e-01;8.490799999999999459e-01;9.703699999999999548e-01;9.984100000000000197e-01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
1.190000000000000085e-03;8.030000000000000679e-03;3.645999999999999935e-02;1.070799999999999946e-01;2.555399999999999894e-01;4.779599999999999960e-01;7.269299999999999651e-01;9.064400000000000235e-01;9.846799999999999997e-01;9.994100000000000206e-01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
6.999999999999999929e-04;4.980000000000000052e-03;2.368999999999999925e-02;7.317999999999999505e-02;1.800299999999999956e-01;3.632400000000000073e-01;5.944500000000000339e-01;8.096600000000000463e-01;9.448900000000000077e-01;9.929299999999999793e-01;9.998000000000000220e-01;0.000000000000000000e+00;0.000000000000000000e+00
5.000000000000000104e-04;3.670000000000000085e-03;1.578999999999999848e-02;5.120999999999999858e-02;1.310499999999999998e-01;2.694799999999999973e-01;4.747500000000000053e-01;6.962399999999999700e-01;8.726500000000000368e-01;9.687799999999999745e-01;9.965800000000000214e-01;9.999200000000000310e-01;0.000000000000000000e+00
2.900000000000000017e-04;2.459999999999999947e-03;1.098999999999999977e-02;3.443999999999999839e-02;8.969000000000000583e-02;2.004499999999999893e-01;3.681800000000000073e-01;5.808499999999999774e-01;7.813999999999999835e-01;9.195499999999999785e-01;9.823499999999999455e-01;9.985800000000000232e-01;9.999599999999999600e-01
